R_m,A,outcome,P,T,E,E2,how_P,E_over_Eb_at_pulse_end_P,impacts_in_pulse_P,N_min_P,max_H_over_N_P,contact_label
4.0,3.20,S,S,S,S,S,energy after landing,0.438703296095,0,0.888746553,0.306030885,ideal no-slip/no-flight constraint result
4.0,3.21,S,S,S,S,S,energy after landing,0.439927471957,0,0.888582351,0.306470106,ideal no-slip/no-flight constraint result
4.0,3.22,S,S,S,S,S,energy after landing,0.441150656148,0,0.888418448,0.306909403,ideal no-slip/no-flight constraint result
4.0,3.23,S,S,S,S,S,energy after landing,0.442372848534,0,0.888254845,0.307348693,ideal no-slip/no-flight constraint result
4.0,3.24,S,S,S,S,S,energy after landing,0.443594048981,0,0.888091763,0.307787764,ideal no-slip/no-flight constraint result
4.0,3.25,S,S,S,S,S,energy after landing,0.444814257351,0,0.887928751,0.308226266,ideal no-slip/no-flight constraint result
4.0,3.26,S,S,S,S,S,energy after landing,0.446033473509,0,0.887765908,0.308664449,ideal no-slip/no-flight constraint result
4.0,3.27,S,S,S,S,S,energy after landing,0.447251697316,0,0.887603362,0.309102316,ideal no-slip/no-flight constraint result
4.0,3.28,S,S,S,S,S,energy after landing,0.448468928632,0,0.887441114,0.309539866,ideal no-slip/no-flight constraint result
4.0,3.29,S,S,S,S,S,energy after landing,0.449685167317,0,0.887279164,0.309977783,ideal no-slip/no-flight constraint result
4.0,3.30,S,S,S,S,S,energy after landing,0.450900413230,0,0.887117500,0.310415604,ideal no-slip/no-flight constraint result
4.0,3.31,S,S,S,S,S,energy after landing,0.452114666229,0,0.886956191,0.310852766,ideal no-slip/no-flight constraint result
4.0,3.32,S,S,S,S,S,energy after landing,0.453327926171,0,0.886795180,0.311289617,ideal no-slip/no-flight constraint result
4.0,3.33,S,S,S,S,S,energy after landing,0.454540192911,0,0.886634467,0.311726157,ideal no-slip/no-flight constraint result
4.0,3.34,S,S,S,S,S,energy after landing,0.455751466305,0,0.886474051,0.312162388,ideal no-slip/no-flight constraint result
4.0,3.35,S,S,S,S,S,energy after landing,0.456961746205,0,0.886313932,0.312598392,ideal no-slip/no-flight constraint result
4.0,3.36,S,S,S,S,S,energy after landing,0.458171032467,0,0.886154043,0.313034688,ideal no-slip/no-flight constraint result
4.0,3.37,S,S,S,S,S,energy after landing,0.459379324941,0,0.885994128,0.313470876,ideal no-slip/no-flight constraint result
4.0,3.38,S,S,S,S,S,energy after landing,0.460586623479,0,0.885834753,0.313906420,ideal no-slip/no-flight constraint result
4.0,3.39,S,S,S,S,S,energy after landing,0.461792927933,0,0.885675674,0.314341661,ideal no-slip/no-flight constraint result
4.0,3.40,S,S,S,S,S,energy after landing,0.462998238152,0,0.885516891,0.314776599,ideal no-slip/no-flight constraint result
4.0,3.41,S,S,S,S,S,energy after landing,0.464202553984,0,0.885358404,0.315211235,ideal no-slip/no-flight constraint result
4.0,3.42,S,S,S,S,S,energy after landing,0.465405875280,0,0.885200212,0.315645571,ideal no-slip/no-flight constraint result
4.0,3.43,S,S,S,S,S,energy after landing,0.466608201885,0,0.885042315,0.316080246,ideal no-slip/no-flight constraint result
4.0,3.44,S,S,S,S,S,energy after landing,0.467809533647,0,0.884884777,0.316514883,ideal no-slip/no-flight constraint result
4.0,3.45,S,S,S,S,S,energy after landing,0.469009870412,0,0.884727320,0.316948848,ideal no-slip/no-flight constraint result
4.0,3.46,S,S,S,S,S,energy after landing,0.470209212026,0,0.884570157,0.317382516,ideal no-slip/no-flight constraint result
4.0,3.47,S,S,S,S,S,energy after landing,0.471407558334,0,0.884413288,0.317815889,ideal no-slip/no-flight constraint result
4.0,3.48,S,S,S,S,S,energy after landing,0.472604909179,0,0.884256713,0.318248967,ideal no-slip/no-flight constraint result
4.0,3.49,S,S,S,S,S,energy after landing,0.473801264405,0,0.884100432,0.318681752,ideal no-slip/no-flight constraint result
4.0,3.50,S,S,S,S,S,energy after landing,0.474996623855,0,0.883944445,0.319114566,ideal no-slip/no-flight constraint result
4.0,3.51,S,S,S,S,S,energy after landing,0.476190987371,0,0.883788918,0.319547728,ideal no-slip/no-flight constraint result
4.0,3.52,S,S,S,S,S,energy after landing,0.477384354796,0,0.883633572,0.319980148,ideal no-slip/no-flight constraint result
4.0,3.53,S,S,S,S,S,energy after landing,0.478576725969,0,0.883478498,0.320412279,ideal no-slip/no-flight constraint result
4.0,3.54,S,S,S,S,S,energy after landing,0.479768100732,0,0.883323528,0.320844122,ideal no-slip/no-flight constraint result
4.0,3.55,S,S,S,S,S,energy after landing,0.480958478924,0,0.883168850,0.321275676,ideal no-slip/no-flight constraint result
4.0,3.56,S,S,S,S,S,energy after landing,0.482147860385,0,0.883014465,0.321706943,ideal no-slip/no-flight constraint result
4.0,3.57,S,S,S,S,S,energy after landing,0.483336244954,0,0.882860372,0.322137925,ideal no-slip/no-flight constraint result
4.0,3.58,S,S,S,S,S,energy after landing,0.484523632469,0,0.882706571,0.322569060,ideal no-slip/no-flight constraint result
4.0,3.59,S,S,S,S,S,energy after landing,0.485710022768,0,0.882553125,0.323000406,ideal no-slip/no-flight constraint result
4.0,3.60,S,S,S,S,S,energy after landing,0.486895415689,0,0.882399964,0.323431031,ideal no-slip/no-flight constraint result
4.0,3.61,S,S,S,S,S,energy after landing,0.488079811067,0,0.882247096,0.323861374,ideal no-slip/no-flight constraint result
4.0,3.62,S,S,S,S,S,energy after landing,0.489263208740,0,0.882094520,0.324291435,ideal no-slip/no-flight constraint result
4.0,3.63,S,S,S,S,S,energy after landing,0.490445608543,0,0.881942181,0.324721215,ideal no-slip/no-flight constraint result
4.0,3.64,S,S,S,S,S,energy after landing,0.491627010312,0,0.881789967,0.325150716,ideal no-slip/no-flight constraint result
4.0,3.65,S,S,S,S,S,energy after landing,0.492807413882,0,0.881638043,0.325579937,ideal no-slip/no-flight constraint result
4.0,3.66,S,S,S,S,S,energy after landing,0.493986819087,0,0.881486411,0.326009217,ideal no-slip/no-flight constraint result
4.0,3.67,S,S,S,S,S,energy after landing,0.495165225762,0,0.881335037,0.326438835,ideal no-slip/no-flight constraint result
4.0,3.68,S,S,S,S,S,energy after landing,0.496342633740,0,0.881184043,0.326867707,ideal no-slip/no-flight constraint result
4.0,3.69,S,S,S,S,S,energy after landing,0.497519042855,0,0.881033340,0.327296303,ideal no-slip/no-flight constraint result
4.0,3.70,S,S,S,S,S,energy after landing,0.498694452939,0,0.880882929,0.327724624,ideal no-slip/no-flight constraint result
4.0,3.71,S,S,S,S,S,energy after landing,0.499868863826,0,0.880732808,0.328152671,ideal no-slip/no-flight constraint result
4.0,3.72,S,S,S,S,S,energy after landing,0.501042275347,0,0.880582978,0.328580445,ideal no-slip/no-flight constraint result
4.0,3.73,S,S,S,S,S,energy after landing,0.502214687334,0,0.880433269,0.329007947,ideal no-slip/no-flight constraint result
4.0,3.74,S,S,S,S,S,energy after landing,0.503386099619,0,0.880283786,0.329435194,ideal no-slip/no-flight constraint result
4.0,3.75,S,S,S,S,S,energy after landing,0.504556512033,0,0.880134477,0.329863170,ideal no-slip/no-flight constraint result
4.0,3.76,S,S,S,S,S,energy after landing,0.505725924406,0,0.879985633,0.330290328,ideal no-slip/no-flight constraint result
4.0,3.77,S,S,S,S,S,energy after landing,0.506894336570,0,0.879837078,0.330717216,ideal no-slip/no-flight constraint result
4.0,3.78,S,S,S,S,S,energy after landing,0.508061748353,0,0.879688813,0.331143835,ideal no-slip/no-flight constraint result
4.0,3.79,S,S,S,S,S,energy after landing,0.509228159587,0,0.879540837,0.331570186,ideal no-slip/no-flight constraint result
4.0,3.80,S,S,S,S,S,energy after landing,0.510393570100,0,0.879393150,0.331996270,ideal no-slip/no-flight constraint result
